order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd
259,5/30/2012 7:56,259,1,1,49.99,19.49
260,5/30/2012 12:03,260,1,1,49.99,19.49
261,5/30/2012 20:49,261,1,1,49.99,19.49
262,5/30/2012 23:02,262,1,1,49.99,19.49
263,5/31/2012 5:33,263,1,1,49.99,19.49
264,5/31/2012 9:04,264,1,1,49.99,19.49
265,5/31/2012 11:07,265,1,1,49.99,19.49
266,5/31/2012 16:48,266,1,1,49.99,19.49
267,5/31/2012 23:09,267,1,1,49.99,19.49
268,6/1/2012 6:22,268,1,1,49.99,19.49
269,6/1/2012 12:48,269,1,1,49.99,19.49
270,6/1/2012 12:57,270,1,1,49.99,19.49
271,6/1/2012 14:22,271,1,1,49.99,19.49
272,6/1/2012 18:27,272,1,1,49.99,19.49
273,6/1/2012 20:13,273,1,1,49.99,19.49
274,6/2/2012 13:04,274,1,1,49.99,19.49
275,6/2/2012 23:36,275,1,1,49.99,19.49
276,6/3/2012 7:08,276,1,1,49.99,19.49
277,6/3/2012 10:20,277,1,1,49.99,19.49
278,6/3/2012 17:07,278,1,1,49.99,19.49
279,6/3/2012 18:13,279,1,1,49.99,19.49
280,6/4/2012 1:52,280,1,1,49.99,19.49
281,6/4/2012 18:54,281,1,1,49.99,19.49
282,6/5/2012 0:05,282,1,1,49.99,19.49
283,6/5/2012 0:43,283,1,1,49.99,19.49
284,6/5/2012 3:25,284,1,1,49.99,19.49
285,6/5/2012 11:58,285,1,1,49.99,19.49
286,6/5/2012 14:05,286,1,1,49.99,19.49
287,6/6/2012 1:28,287,1,1,49.99,19.49
288,6/6/2012 8:14,288,1,1,49.99,19.49
289,6/6/2012 9:43,289,1,1,49.99,19.49
290,6/6/2012 10:54,290,1,1,49.99,19.49
291,6/6/2012 13:05,291,1,1,49.99,19.49
292,6/6/2012 16:36,292,1,1,49.99,19.49
293,6/6/2012 17:40,293,1,1,49.99,19.49
294,6/6/2012 18:13,294,1,1,49.99,19.49
295,6/7/2012 6:41,295,1,1,49.99,19.49
296,6/7/2012 9:31,296,1,1,49.99,19.49
297,6/7/2012 11:52,297,1,1,49.99,19.49
298,6/7/2012 12:51,298,1,1,49.99,19.49
299,6/7/2012 13:34,299,1,1,49.99,19.49
300,6/7/2012 20:46,300,1,1,49.99,19.49
301,6/8/2012 0:03,301,1,1,49.99,19.49
302,6/8/2012 1:47,302,1,1,49.99,19.49
303,6/8/2012 6:25,303,1,1,49.99,19.49
304,6/8/2012 9:11,304,1,1,49.99,19.49
305,6/8/2012 10:07,305,1,1,49.99,19.49
306,6/8/2012 13:58,306,1,1,49.99,19.49
307,6/9/2012 3:07,307,1,1,49.99,19.49
308,6/9/2012 14:35,308,1,1,49.99,19.49
309,6/9/2012 23:54,309,1,1,49.99,19.49
310,6/10/2012 18:55,310,1,1,49.99,19.49
311,6/10/2012 19:48,311,1,1,49.99,19.49
312,6/10/2012 21:39,312,1,1,49.99,19.49
313,6/11/2012 9:36,313,1,1,49.99,19.49
314,6/11/2012 10:54,314,1,1,49.99,19.49
315,6/11/2012 11:01,315,1,1,49.99,19.49
316,6/11/2012 11:47,316,1,1,49.99,19.49
317,6/11/2012 18:56,317,1,1,49.99,19.49
318,6/12/2012 2:14,318,1,1,49.99,19.49
319,6/12/2012 4:20,319,1,1,49.99,19.49
320,6/12/2012 11:24,320,1,1,49.99,19.49
321,6/12/2012 14:26,321,1,1,49.99,19.49
322,6/12/2012 19:17,322,1,1,49.99,19.49
323,6/13/2012 6:04,323,1,1,49.99,19.49
324,6/13/2012 10:37,324,1,1,49.99,19.49
325,6/13/2012 10:58,325,1,1,49.99,19.49
326,6/13/2012 11:16,326,1,1,49.99,19.49
327,6/13/2012 11:20,327,1,1,49.99,19.49
328,6/13/2012 11:50,328,1,1,49.99,19.49
329,6/13/2012 12:29,329,1,1,49.99,19.49
330,6/13/2012 14:02,330,1,1,49.99,19.49
331,6/13/2012 15:21,331,1,1,49.99,19.49
332,6/13/2012 17:09,332,1,1,49.99,19.49
333,6/14/2012 14:26,333,1,1,49.99,19.49
334,6/15/2012 13:58,334,1,1,49.99,19.49
335,6/15/2012 23:13,335,1,1,49.99,19.49
336,6/16/2012 0:01,336,1,1,49.99,19.49
337,6/16/2012 3:33,337,1,1,49.99,19.49
338,6/16/2012 12:01,338,1,1,49.99,19.49
339,6/17/2012 15:38,339,1,1,49.99,19.49
340,6/17/2012 19:48,340,1,1,49.99,19.49
341,6/17/2012 22:07,341,1,1,49.99,19.49
342,6/17/2012 22:28,342,1,1,49.99,19.49
343,6/18/2012 0:56,343,1,1,49.99,19.49
344,6/18/2012 13:34,344,1,1,49.99,19.49
345,6/18/2012 14:05,345,1,1,49.99,19.49
346,6/18/2012 15:11,346,1,1,49.99,19.49
347,6/18/2012 18:59,347,1,1,49.99,19.49
348,6/18/2012 21:48,348,1,1,49.99,19.49
349,6/18/2012 22:57,349,1,1,49.99,19.49
350,6/19/2012 11:32,350,1,1,49.99,19.49
351,6/19/2012 12:18,351,1,1,49.99,19.49
352,6/19/2012 13:30,352,1,1,49.99,19.49
353,6/19/2012 13:52,353,1,1,49.99,19.49
354,6/19/2012 16:48,354,1,1,49.99,19.49
355,6/19/2012 20:11,355,1,1,49.99,19.49
356,6/20/2012 11:33,356,1,1,49.99,19.49
357,6/20/2012 13:50,357,1,1,49.99,19.49
358,6/20/2012 14:47,358,1,1,49.99,19.49
359,6/20/2012 16:00,359,1,1,49.99,19.49
360,6/20/2012 17:08,360,1,1,49.99,19.49
361,6/20/2012 22:54,361,1,1,49.99,19.49
362,6/21/2012 4:58,362,1,1,49.99,19.49
363,6/21/2012 8:15,363,1,1,49.99,19.49
364,6/21/2012 11:10,364,1,1,49.99,19.49
365,6/21/2012 16:25,365,1,1,49.99,19.49
366,6/21/2012 19:59,366,1,1,49.99,19.49
367,6/22/2012 8:41,367,1,1,49.99,19.49
368,6/22/2012 11:36,368,1,1,49.99,19.49
369,6/22/2012 14:33,369,1,1,49.99,19.49
370,6/22/2012 18:49,370,1,1,49.99,19.49
371,6/22/2012 19:33,371,1,1,49.99,19.49
372,6/23/2012 12:06,372,1,1,49.99,19.49
373,6/23/2012 13:40,373,1,1,49.99,19.49
374,6/23/2012 16:36,374,1,1,49.99,19.49
375,6/23/2012 22:43,375,1,1,49.99,19.49
376,6/24/2012 22:23,376,1,1,49.99,19.49
377,6/24/2012 22:31,377,1,1,49.99,19.49
378,6/25/2012 7:54,378,1,1,49.99,19.49
379,6/25/2012 15:26,379,1,1,49.99,19.49
380,6/25/2012 16:15,380,1,1,49.99,19.49
381,6/25/2012 19:33,381,1,1,49.99,19.49
382,6/25/2012 19:54,382,1,1,49.99,19.49
383,6/26/2012 11:55,383,1,1,49.99,19.49
384,6/26/2012 15:30,384,1,1,49.99,19.49
385,6/26/2012 16:06,385,1,1,49.99,19.49
386,6/26/2012 18:57,386,1,1,49.99,19.49
387,6/26/2012 21:13,387,1,1,49.99,19.49
388,6/27/2012 8:32,388,1,1,49.99,19.49
389,6/27/2012 8:47,389,1,1,49.99,19.49
390,6/27/2012 11:00,390,1,1,49.99,19.49
391,6/27/2012 11:54,391,1,1,49.99,19.49
392,6/27/2012 17:25,392,1,1,49.99,19.49
393,6/27/2012 19:31,393,1,1,49.99,19.49
394,6/28/2012 10:23,394,1,1,49.99,19.49
395,6/28/2012 13:40,395,1,1,49.99,19.49
396,6/28/2012 16:39,396,1,1,49.99,19.49
397,6/28/2012 19:34,397,1,1,49.99,19.49
398,6/28/2012 20:48,398,1,1,49.99,19.49
399,6/28/2012 20:56,399,1,1,49.99,19.49
400,6/28/2012 22:09,400,1,1,49.99,19.49
401,6/28/2012 22:24,401,1,1,49.99,19.49
402,6/28/2012 22:31,402,1,1,49.99,19.49
403,6/29/2012 16:09,403,1,1,49.99,19.49
404,6/29/2012 18:43,404,1,1,49.99,19.49
405,6/30/2012 15:17,405,1,1,49.99,19.49
406,6/30/2012 15:36,406,1,1,49.99,19.49
407,6/30/2012 19:50,407,1,1,49.99,19.49
408,7/1/2012 4:39,408,1,1,49.99,19.49
409,7/2/2012 13:24,409,1,1,49.99,19.49
410,7/2/2012 16:45,410,1,1,49.99,19.49
411,7/2/2012 17:54,411,1,1,49.99,19.49
412,7/3/2012 8:18,412,1,1,49.99,19.49
413,7/3/2012 10:42,413,1,1,49.99,19.49
414,7/3/2012 16:47,414,1,1,49.99,19.49
415,7/3/2012 19:10,415,1,1,49.99,19.49
416,7/4/2012 5:03,416,1,1,49.99,19.49
417,7/4/2012 10:01,417,1,1,49.99,19.49
418,7/4/2012 10:47,418,1,1,49.99,19.49
419,7/4/2012 11:06,419,1,1,49.99,19.49
420,7/4/2012 14:43,420,1,1,49.99,19.49
421,7/4/2012 18:29,421,1,1,49.99,19.49
422,7/5/2012 0:47,422,1,1,49.99,19.49
423,7/5/2012 4:47,423,1,1,49.99,19.49
424,7/5/2012 9:59,424,1,1,49.99,19.49
425,7/5/2012 11:14,425,1,1,49.99,19.49
426,7/5/2012 16:37,426,1,1,49.99,19.49
427,7/5/2012 19:49,427,1,1,49.99,19.49
428,7/5/2012 20:41,428,1,1,49.99,19.49
429,7/6/2012 11:27,429,1,1,49.99,19.49
430,7/6/2012 14:55,430,1,1,49.99,19.49
431,7/6/2012 18:26,431,1,1,49.99,19.49
432,7/6/2012 19:31,432,1,1,49.99,19.49
433,7/6/2012 23:22,433,1,1,49.99,19.49
434,7/7/2012 3:59,434,1,1,49.99,19.49
435,7/7/2012 11:23,435,1,1,49.99,19.49
436,7/7/2012 15:54,436,1,1,49.99,19.49
437,7/7/2012 17:04,437,1,1,49.99,19.49
438,7/8/2012 1:02,438,1,1,49.99,19.49
439,7/8/2012 9:24,439,1,1,49.99,19.49
440,7/9/2012 1:52,440,1,1,49.99,19.49
441,7/9/2012 9:42,441,1,1,49.99,19.49
442,7/9/2012 13:16,442,1,1,49.99,19.49
443,7/9/2012 13:45,443,1,1,49.99,19.49
444,7/9/2012 13:49,444,1,1,49.99,19.49
445,7/9/2012 15:11,445,1,1,49.99,19.49
446,7/9/2012 16:22,446,1,1,49.99,19.49
447,7/10/2012 10:05,447,1,1,49.99,19.49
448,7/10/2012 10:29,448,1,1,49.99,19.49
449,7/10/2012 11:39,449,1,1,49.99,19.49
450,7/10/2012 18:36,450,1,1,49.99,19.49
451,7/10/2012 20:15,451,1,1,49.99,19.49
452,7/10/2012 21:09,452,1,1,49.99,19.49
453,7/11/2012 5:50,453,1,1,49.99,19.49
454,7/11/2012 9:23,454,1,1,49.99,19.49
455,7/11/2012 12:21,455,1,1,49.99,19.49
456,7/11/2012 12:52,456,1,1,49.99,19.49
457,7/11/2012 13:24,457,1,1,49.99,19.49
458,7/11/2012 13:47,458,1,1,49.99,19.49
459,7/11/2012 13:48,459,1,1,49.99,19.49
460,7/11/2012 15:06,460,1,1,49.99,19.49
461,7/11/2012 16:03,461,1,1,49.99,19.49
462,7/12/2012 16:32,462,1,1,49.99,19.49
463,7/12/2012 19:04,463,1,1,49.99,19.49
464,7/12/2012 19:52,464,1,1,49.99,19.49
465,7/12/2012 23:48,465,1,1,49.99,19.49
466,7/13/2012 8:10,466,1,1,49.99,19.49
467,7/13/2012 10:41,467,1,1,49.99,19.49
468,7/13/2012 13:03,468,1,1,49.99,19.49
469,7/13/2012 23:45,469,1,1,49.99,19.49
470,7/14/2012 2:51,470,1,1,49.99,19.49
471,7/14/2012 12:53,471,1,1,49.99,19.49
472,7/14/2012 14:57,472,1,1,49.99,19.49
473,7/14/2012 15:30,473,1,1,49.99,19.49
474,7/15/2012 1:38,474,1,1,49.99,19.49
475,7/15/2012 10:16,475,1,1,49.99,19.49
476,7/15/2012 12:04,476,1,1,49.99,19.49
477,7/15/2012 14:13,477,1,1,49.99,19.49
478,7/15/2012 19:03,478,1,1,49.99,19.49
479,7/15/2012 19:50,479,1,1,49.99,19.49
480,7/16/2012 10:46,480,1,1,49.99,19.49
481,7/16/2012 11:31,481,1,1,49.99,19.49
482,7/16/2012 13:27,482,1,1,49.99,19.49
483,7/16/2012 15:25,483,1,1,49.99,19.49
484,7/16/2012 18:34,484,1,1,49.99,19.49
485,7/16/2012 19:17,485,1,1,49.99,19.49
486,7/17/2012 0:45,486,1,1,49.99,19.49
487,7/17/2012 5:43,487,1,1,49.99,19.49
488,7/17/2012 13:18,488,1,1,49.99,19.49
489,7/17/2012 13:23,489,1,1,49.99,19.49
490,7/17/2012 17:21,490,1,1,49.99,19.49
491,7/17/2012 18:08,491,1,1,49.99,19.49
492,7/17/2012 20:29,492,1,1,49.99,19.49
493,7/17/2012 21:21,493,1,1,49.99,19.49
494,7/18/2012 8:25,494,1,1,49.99,19.49
495,7/18/2012 10:18,495,1,1,49.99,19.49
496,7/18/2012 22:06,496,1,1,49.99,19.49
497,7/18/2012 23:31,497,1,1,49.99,19.49
498,7/19/2012 11:13,498,1,1,49.99,19.49
499,7/19/2012 15:54,499,1,1,49.99,19.49
500,7/19/2012 17:43,500,1,1,49.99,19.49
501,7/19/2012 21:50,501,1,1,49.99,19.49
502,7/19/2012 23:02,502,1,1,49.99,19.49
503,7/20/2012 0:24,503,1,1,49.99,19.49
504,7/20/2012 5:33,504,1,1,49.99,19.49
505,7/20/2012 7:15,505,1,1,49.99,19.49
506,7/20/2012 8:57,506,1,1,49.99,19.49
507,7/20/2012 15:29,507,1,1,49.99,19.49
508,7/20/2012 16:43,508,1,1,49.99,19.49
509,7/20/2012 16:48,509,1,1,49.99,19.49
510,7/20/2012 17:02,510,1,1,49.99,19.49
511,7/20/2012 17:06,511,1,1,49.99,19.49
512,7/20/2012 17:10,512,1,1,49.99,19.49
513,7/20/2012 18:44,513,1,1,49.99,19.49
514,7/20/2012 20:41,514,1,1,49.99,19.49
515,7/20/2012 20:52,515,1,1,49.99,19.49
