order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd
48,2012-03-29,1643,1635,1,1,49.99,19.49
49,2012-03-30,1646,1638,1,1,49.99,19.49
50,2012-03-30,1654,1646,1,1,49.99,19.49
51,2012-03-30,1685,1677,1,1,49.99,19.49
52,2012-03-30,1691,1683,1,1,49.99,19.49
53,2012-03-30,1709,1701,1,1,49.99,19.49
54,2012-03-30,1726,1718,1,1,49.99,19.49
55,2012-03-30,1729,1721,1,1,49.99,19.49
56,2012-03-31,1790,1782,1,1,49.99,19.49
57,2012-03-31,1802,1794,1,1,49.99,19.49
58,2012-03-31,1807,1799,1,1,49.99,19.49
59,2012-03-31,1823,1815,1,1,49.99,19.49
60,2012-03-31,1863,1855,1,1,49.99,19.49
61,2012-04-01,1890,1882,1,1,49.99,19.49
62,2012-04-01,1912,1902,1,1,49.99,19.49
63,2012-04-01,1939,1929,1,1,49.99,19.49
64,2012-04-01,1944,1934,1,1,49.99,19.49
65,2012-04-02,2036,2025,1,1,49.99,19.49
66,2012-04-02,2089,2076,1,1,49.99,19.49
67,2012-04-02,2102,2089,1,1,49.99,19.49
68,2012-04-02,2115,2102,1,1,49.99,19.49
69,2012-04-03,2210,2196,1,1,49.99,19.49
70,2012-04-03,2231,2217,1,1,49.99,19.49
71,2012-04-03,2262,2247,1,1,49.99,19.49
72,2012-04-03,2291,2276,1,1,49.99,19.49
73,2012-04-03,2295,1752,1,1,49.99,19.49
74,2012-04-03,2325,2309,1,1,49.99,19.49
75,2012-04-04,2392,2376,1,1,49.99,19.49
76,2012-04-04,2422,2405,1,1,49.99,19.49
77,2012-04-04,2431,2414,1,1,49.99,19.49
78,2012-04-04,2514,2495,1,1,49.99,19.49
79,2012-04-04,2522,2503,1,1,49.99,19.49
80,2012-04-05,2624,383,1,1,49.99,19.49
81,2012-04-05,2668,2644,1,1,49.99,19.49
82,2012-04-05,2770,2746,1,1,49.99,19.49
83,2012-04-06,2810,2786,1,1,49.99,19.49
84,2012-04-06,2879,2854,1,1,49.99,19.49
85,2012-04-06,2942,2916,1,1,49.99,19.49
86,2012-04-06,2982,2956,1,1,49.99,19.49
87,2012-04-07,3000,2972,1,1,49.99,19.49
88,2012-04-07,3040,3012,1,1,49.99,19.49
89,2012-04-07,3044,3016,1,1,49.99,19.49
90,2012-04-08,3077,3048,1,1,49.99,19.49
91,2012-04-08,3082,3053,1,1,49.99,19.49
92,2012-04-08,3137,3107,1,1,49.99,19.49
93,2012-04-08,3139,3109,1,1,49.99,19.49
94,2012-04-08,3147,3116,1,1,49.99,19.49
95,2012-04-09,3189,3158,1,1,49.99,19.49
96,2012-04-09,3188,3157,1,1,49.99,19.49
97,2012-04-09,3208,3177,1,1,49.99,19.49
98,2012-04-09,3247,3215,1,1,49.99,19.49
99,2012-04-09,3295,3263,1,1,49.99,19.49
100,2012-04-09,3299,3267,1,1,49.99,19.49
101,2012-04-09,3318,3285,1,1,49.99,19.49
102,2012-04-09,3322,3289,1,1,49.99,19.49
103,2012-04-10,3421,3386,1,1,49.99,19.49
104,2012-04-10,3446,3411,1,1,49.99,19.49
105,2012-04-10,3496,3460,1,1,49.99,19.49
106,2012-04-11,3604,3565,1,1,49.99,19.49
107,2012-04-11,3618,3579,1,1,49.99,19.49
108,2012-04-11,3642,3602,1,1,49.99,19.49
109,2012-04-11,3683,3642,1,1,49.99,19.49
110,2012-04-11,3689,3648,1,1,49.99,19.49
111,2012-04-12,3746,3703,1,1,49.99,19.49
112,2012-04-12,3765,3722,1,1,49.99,19.49
113,2012-04-12,3789,811,1,1,49.99,19.49
114,2012-04-12,3807,3761,1,1,49.99,19.49
115,2012-04-13,3873,3824,1,1,49.99,19.49
116,2012-04-13,3947,3895,1,1,49.99,19.49
117,2012-04-14,4100,4047,1,1,49.99,19.49
118,2012-04-15,4119,4065,1,1,49.99,19.49
119,2012-04-15,4130,4076,1,1,49.99,19.49
120,2012-04-15,4136,4082,1,1,49.99,19.49
121,2012-04-15,4140,4086,1,1,49.99,19.49
122,2012-04-16,4224,3313,1,1,49.99,19.49
123,2012-04-16,4232,4174,1,1,49.99,19.49
124,2012-04-16,4235,4177,1,1,49.99,19.49
125,2012-04-16,4249,4191,1,1,49.99,19.49
126,2012-04-16,4258,167,1,1,49.99,19.49
127,2012-04-17,4372,455,1,1,49.99,19.49
128,2012-04-18,4420,4346,1,1,49.99,19.49
129,2012-04-18,4437,4362,1,1,49.99,19.49
130,2012-04-18,4490,755,1,1,49.99,19.49
131,2012-04-18,4501,4423,1,1,49.99,19.49
132,2012-04-19,4531,59,1,1,49.99,19.49
133,2012-04-19,4559,4474,1,1,49.99,19.49
134,2012-04-19,4566,4480,1,1,49.99,19.49
135,2012-04-19,4567,4481,1,1,49.99,19.49
136,2012-04-19,4605,4519,1,1,49.99,19.49
137,2012-04-19,4620,4533,1,1,49.99,19.49
138,2012-04-20,4685,4590,1,1,49.99,19.49
139,2012-04-21,4770,4674,1,1,49.99,19.49
140,2012-04-22,4801,4704,1,1,49.99,19.49
141,2012-04-22,4815,4718,1,1,49.99,19.49
142,2012-04-22,4828,4728,1,1,49.99,19.49
143,2012-04-23,4878,4774,1,1,49.99,19.49
144,2012-04-23,4881,4777,1,1,49.99,19.49
145,2012-04-23,4889,4785,1,1,49.99,19.49
146,2012-04-23,4923,2368,1,1,49.99,19.49
147,2012-04-23,4943,4832,1,1,49.99,19.49
148,2012-04-23,4951,4840,1,1,49.99,19.49
149,2012-04-23,4952,3291,1,1,49.99,19.49
150,2012-04-24,5054,4933,1,1,49.99,19.49
151,2012-04-24,5065,210,1,1,49.99,19.49
152,2012-04-25,5151,13,1,1,49.99,19.49
153,2012-04-26,5252,5116,1,1,49.99,19.49
154,2012-04-26,5270,5134,1,1,49.99,19.49
155,2012-04-26,5292,5154,1,1,49.99,19.49
156,2012-04-27,5297,5158,1,1,49.99,19.49
157,2012-04-27,5386,5243,1,1,49.99,19.49
158,2012-04-29,5458,5312,1,1,49.99,19.49
159,2012-04-30,5538,5387,1,1,49.99,19.49
160,2012-05-01,5619,5461,1,1,49.99,19.49
161,2012-05-01,5650,5488,1,1,49.99,19.49
162,2012-05-01,5654,876,1,1,49.99,19.49
163,2012-05-01,5663,4038,1,1,49.99,19.49
164,2012-05-01,5705,5539,1,1,49.99,19.49
165,2012-05-02,5820,5640,1,1,49.99,19.49
166,2012-05-02,5830,5649,1,1,49.99,19.49
167,2012-05-02,5870,5688,1,1,49.99,19.49
168,2012-05-02,5873,5691,1,1,49.99,19.49
169,2012-05-03,5925,3057,1,1,49.99,19.49
170,2012-05-03,5927,2617,1,1,49.99,19.49
171,2012-05-03,5976,5788,1,1,49.99,19.49
172,2012-05-03,5987,5797,1,1,49.99,19.49
173,2012-05-03,6017,5824,1,1,49.99,19.49
174,2012-05-04,6036,5840,1,1,49.99,19.49
175,2012-05-04,6056,5858,1,1,49.99,19.49
176,2012-05-04,6123,5918,1,1,49.99,19.49
177,2012-05-08,6481,6237,1,1,49.99,19.49
178,2012-05-08,6487,6242,1,1,49.99,19.49
179,2012-05-09,6536,6288,1,1,49.99,19.49
180,2012-05-09,6539,6291,1,1,49.99,19.49
181,2012-05-09,6562,6313,1,1,49.99,19.49
182,2012-05-09,6571,6322,1,1,49.99,19.49
183,2012-05-09,6603,6352,1,1,49.99,19.49
184,2012-05-09,6614,2020,1,1,49.99,19.49
185,2012-05-09,6629,6374,1,1,49.99,19.49
186,2012-05-09,6637,6381,1,1,49.99,19.49
187,2012-05-10,6692,6433,1,1,49.99,19.49
188,2012-05-10,6765,6500,1,1,49.99,19.49
189,2012-05-10,6781,6515,1,1,49.99,19.49
190,2012-05-11,6836,6565,1,1,49.99,19.49
191,2012-05-11,6889,5115,1,1,49.99,19.49
192,2012-05-11,6927,6648,1,1,49.99,19.49
193,2012-05-12,6993,6711,1,1,49.99,19.49
194,2012-05-13,7018,6732,1,1,49.99,19.49
195,2012-05-13,7035,6747,1,1,49.99,19.49
196,2012-05-13,7042,6754,1,1,49.99,19.49
197,2012-05-14,7140,3659,1,1,49.99,19.49
198,2012-05-14,7144,6841,1,1,49.99,19.49
199,2012-05-15,7175,6869,1,1,49.99,19.49
200,2012-05-15,7178,3123,1,1,49.99,19.49
201,2012-05-15,7179,6872,1,1,49.99,19.49
202,2012-05-15,7188,6880,1,1,49.99,19.49
203,2012-05-15,7191,6882,1,1,49.99,19.49
204,2012-05-15,7240,6929,1,1,49.99,19.49
205,2012-05-15,7245,872,1,1,49.99,19.49
206,2012-05-15,7263,6948,1,1,49.99,19.49
207,2012-05-16,7311,6994,1,1,49.99,19.49
208,2012-05-16,7312,6995,1,1,49.99,19.49
209,2012-05-17,7421,7097,1,1,49.99,19.49
210,2012-05-17,7507,7176,1,1,49.99,19.49
211,2012-05-17,7528,7195,1,1,49.99,19.49
212,2012-05-18,7577,4607,1,1,49.99,19.49
213,2012-05-18,7590,7248,1,1,49.99,19.49
214,2012-05-18,7597,3264,1,1,49.99,19.49
215,2012-05-18,7604,7260,1,1,49.99,19.49
216,2012-05-19,7663,7314,1,1,49.99,19.49
217,2012-05-20,7710,7355,1,1,49.99,19.49
218,2012-05-20,7734,7379,1,1,49.99,19.49
219,2012-05-20,7787,7425,1,1,49.99,19.49
220,2012-05-20,7792,7430,1,1,49.99,19.49
221,2012-05-20,7795,7432,1,1,49.99,19.49
222,2012-05-21,7820,7455,1,1,49.99,19.49
223,2012-05-21,7864,7498,1,1,49.99,19.49
224,2012-05-21,7906,7533,1,1,49.99,19.49
225,2012-05-21,7947,7569,1,1,49.99,19.49
226,2012-05-22,7973,7594,1,1,49.99,19.49
227,2012-05-22,7978,7599,1,1,49.99,19.49
228,2012-05-22,8001,4430,1,1,49.99,19.49
229,2012-05-22,8011,7630,1,1,49.99,19.49
230,2012-05-22,8060,1997,1,1,49.99,19.49
231,2012-05-23,8130,7735,1,1,49.99,19.49
232,2012-05-23,8265,4098,1,1,49.99,19.49
233,2012-05-23,8272,7867,1,1,49.99,19.49
234,2012-05-24,8435,8016,1,1,49.99,19.49
235,2012-05-24,8447,8026,1,1,49.99,19.49
236,2012-05-25,8479,8053,1,1,49.99,19.49
237,2012-05-25,8480,8054,1,1,49.99,19.49
238,2012-05-25,8519,8090,1,1,49.99,19.49
239,2012-05-25,8543,8114,1,1,49.99,19.49
240,2012-05-25,8546,8116,1,1,49.99,19.49
241,2012-05-25,8569,8136,1,1,49.99,19.49
242,2012-05-26,8642,8202,1,1,49.99,19.49
243,2012-05-26,8643,8203,1,1,49.99,19.49
244,2012-05-26,8656,8216,1,1,49.99,19.49
245,2012-05-27,8694,8250,1,1,49.99,19.49
246,2012-05-27,8738,8289,1,1,49.99,19.49
247,2012-05-28,8748,8299,1,1,49.99,19.49
248,2012-05-28,8766,8314,1,1,49.99,19.49
249,2012-05-28,8810,8353,1,1,49.99,19.49
250,2012-05-29,8874,8409,1,1,49.99,19.49
251,2012-05-29,8903,8436,1,1,49.99,19.49
252,2012-05-29,8905,8438,1,1,49.99,19.49
253,2012-05-29,8921,8453,1,1,49.99,19.49
254,2012-05-29,8953,8484,1,1,49.99,19.49
255,2012-05-29,8963,8493,1,1,49.99,19.49
256,2012-05-29,8971,8501,1,1,49.99,19.49
257,2012-05-29,9020,8548,1,1,49.99,19.49
258,2012-05-30,9032,8559,1,1,49.99,19.49
259,2012-05-30,9042,8567,1,1,49.99,19.49
260,2012-05-30,9073,8594,1,1,49.99,19.49
261,2012-05-30,9166,8676,1,1,49.99,19.49
262,2012-05-30,9176,8684,1,1,49.99,19.49
263,2012-05-31,9193,8701,1,1,49.99,19.49
264,2012-05-31,9216,8721,1,1,49.99,19.49
265,2012-05-31,9240,7771,1,1,49.99,19.49
266,2012-05-31,9294,8792,1,1,49.99,19.49
267,2012-05-31,9342,8836,1,1,49.99,19.49
268,2012-06-01,9363,8855,1,1,49.99,19.49
269,2012-06-01,9412,8898,1,1,49.99,19.49
270,2012-06-01,9413,8899,1,1,49.99,19.49
271,2012-06-01,9428,8911,1,1,49.99,19.49
272,2012-06-01,9460,8941,1,1,49.99,19.49
273,2012-06-01,9467,8948,1,1,49.99,19.49
274,2012-06-02,9514,8992,1,1,49.99,19.49
275,2012-06-02,9547,9022,1,1,49.99,19.49
276,2012-06-03,9562,9033,1,1,49.99,19.49
277,2012-06-03,9568,9038,1,1,49.99,19.49
278,2012-06-03,9590,4154,1,1,49.99,19.49
279,2012-06-03,9592,9057,1,1,49.99,19.49
280,2012-06-04,9617,9082,1,1,49.99,19.49
281,2012-06-04,9735,9182,1,1,49.99,19.49
282,2012-06-05,9765,9209,1,1,49.99,19.49
283,2012-06-05,9769,9213,1,1,49.99,19.49
284,2012-06-05,9779,9222,1,1,49.99,19.49
285,2012-06-05,9819,9259,1,1,49.99,19.49
286,2012-06-05,9849,9284,1,1,49.99,19.49
287,2012-06-06,9915,9342,1,1,49.99,19.49
288,2012-06-06,9932,9357,1,1,49.99,19.49
289,2012-06-06,9942,9364,1,1,49.99,19.49
290,2012-06-06,9954,9374,1,1,49.99,19.49
291,2012-06-06,9989,9406,1,1,49.99,19.49
292,2012-06-06,10020,9433,1,1,49.99,19.49
293,2012-06-06,10033,9446,1,1,49.99,19.49
294,2012-06-06,10041,9454,1,1,49.99,19.49
295,2012-06-07,10105,9509,1,1,49.99,19.49
296,2012-06-07,10122,9525,1,1,49.99,19.49
297,2012-06-07,10151,9553,1,1,49.99,19.49
298,2012-06-07,10167,9567,1,1,49.99,19.49
299,2012-06-07,10177,9576,1,1,49.99,19.49
300,2012-06-07,10244,9640,1,1,49.99,19.49
301,2012-06-08,10265,9658,1,1,49.99,19.49
302,2012-06-08,10269,6616,1,1,49.99,19.49
303,2012-06-08,10277,9669,1,1,49.99,19.49
304,2012-06-08,10291,9681,1,1,49.99,19.49
305,2012-06-08,10300,9689,1,1,49.99,19.49
306,2012-06-08,10335,9721,1,1,49.99,19.49
307,2012-06-09,10411,9788,1,1,49.99,19.49
308,2012-06-09,10442,9816,1,1,49.99,19.49
309,2012-06-09,10468,9836,1,1,49.99,19.49
310,2012-06-10,10517,9881,1,1,49.99,19.49
311,2012-06-10,10518,9882,1,1,49.99,19.49
312,2012-06-10,10526,3428,1,1,49.99,19.49
313,2012-06-11,10575,9933,1,1,49.99,19.49
314,2012-06-11,10591,7271,1,1,49.99,19.49
315,2012-06-11,10600,9955,1,1,49.99,19.49
316,2012-06-11,10605,9959,1,1,49.99,19.49
317,2012-06-11,10674,3561,1,1,49.99,19.49
318,2012-06-12,10719,10065,1,1,49.99,19.49
319,2012-06-12,10721,10067,1,1,49.99,19.49
320,2012-06-12,10752,10094,1,1,49.99,19.49
321,2012-06-12,10787,10124,1,1,49.99,19.49
322,2012-06-12,10837,10172,1,1,49.99,19.49
323,2012-06-13,10886,10216,1,1,49.99,19.49
324,2012-06-13,10918,10246,1,1,49.99,19.49
325,2012-06-13,10922,10250,1,1,49.99,19.49
326,2012-06-13,10927,10254,1,1,49.99,19.49
327,2012-06-13,10926,10253,1,1,49.99,19.49
328,2012-06-13,10937,10264,1,1,49.99,19.49
329,2012-06-13,10946,10272,1,1,49.99,19.49
330,2012-06-13,10971,8333,1,1,49.99,19.49
331,2012-06-13,10985,10306,1,1,49.99,19.49
332,2012-06-13,11007,7350,1,1,49.99,19.49
333,2012-06-14,11154,10459,1,1,49.99,19.49
334,2012-06-15,11322,3736,1,1,49.99,19.49
335,2012-06-15,11386,10668,1,1,49.99,19.49
336,2012-06-16,11389,10671,1,1,49.99,19.49
337,2012-06-16,11397,10678,1,1,49.99,19.49
338,2012-06-16,11418,10699,1,1,49.99,19.49
339,2012-06-17,11502,10775,1,1,49.99,19.49
340,2012-06-17,11520,10791,1,1,49.99,19.49
341,2012-06-17,11530,10799,1,1,49.99,19.49
342,2012-06-17,11531,10800,1,1,49.99,19.49
343,2012-06-18,11543,10812,1,1,49.99,19.49
344,2012-06-18,11616,10876,1,1,49.99,19.49
345,2012-06-18,11618,10878,1,1,49.99,19.49
346,2012-06-18,11629,10889,1,1,49.99,19.49
347,2012-06-18,11657,10913,1,1,49.99,19.49
348,2012-06-18,11670,10924,1,1,49.99,19.49
349,2012-06-18,11677,10931,1,1,49.99,19.49
350,2012-06-19,11729,10975,1,1,49.99,19.49
351,2012-06-19,11739,10984,1,1,49.99,19.49
352,2012-06-19,11756,10998,1,1,49.99,19.49
353,2012-06-19,11762,11003,1,1,49.99,19.49
354,2012-06-19,11801,10235,1,1,49.99,19.49
355,2012-06-19,11835,11071,1,1,49.99,19.49
356,2012-06-20,11917,11148,1,1,49.99,19.49
357,2012-06-20,11946,11176,1,1,49.99,19.49
358,2012-06-20,11957,11187,1,1,49.99,19.49
359,2012-06-20,11971,11200,1,1,49.99,19.49
360,2012-06-20,11985,11211,1,1,49.99,19.49
361,2012-06-20,12028,11249,1,1,49.99,19.49
362,2012-06-21,12047,11268,1,1,49.99,19.49
363,2012-06-21,12065,11285,1,1,49.99,19.49
364,2012-06-21,12086,11304,1,1,49.99,19.49
365,2012-06-21,12141,11352,1,1,49.99,19.49
366,2012-06-21,12168,11376,1,1,49.99,19.49
367,2012-06-22,12216,2108,1,1,49.99,19.49
368,2012-06-22,12243,11443,1,1,49.99,19.49
369,2012-06-22,12284,11481,1,1,49.99,19.49
370,2012-06-22,12321,9542,1,1,49.99,19.49
371,2012-06-22,12329,11522,1,1,49.99,19.49
372,2012-06-23,12388,8237,1,1,49.99,19.49
373,2012-06-23,12394,11583,1,1,49.99,19.49
374,2012-06-23,12408,11597,1,1,49.99,19.49
375,2012-06-23,12424,11611,1,1,49.99,19.49
376,2012-06-24,12478,11660,1,1,49.99,19.49
377,2012-06-24,12479,11661,1,1,49.99,19.49
378,2012-06-25,12509,11687,1,1,49.99,19.49
379,2012-06-25,12568,11742,1,1,49.99,19.49
380,2012-06-25,12579,11753,1,1,49.99,19.49
381,2012-06-25,12604,11159,1,1,49.99,19.49
382,2012-06-25,12605,11776,1,1,49.99,19.49
383,2012-06-26,12672,5191,1,1,49.99,19.49
384,2012-06-26,12699,11858,1,1,49.99,19.49
385,2012-06-26,12708,11867,1,1,49.99,19.49
386,2012-06-26,12738,11897,1,1,49.99,19.49
387,2012-06-26,12760,3561,1,1,49.99,19.49
388,2012-06-27,12807,11959,1,1,49.99,19.49
389,2012-06-27,12809,9109,1,1,49.99,19.49
390,2012-06-27,12831,6390,1,1,49.99,19.49
391,2012-06-27,12837,11986,1,1,49.99,19.49
392,2012-06-27,12912,12048,1,1,49.99,19.49
393,2012-06-27,12927,12061,1,1,49.99,19.49
394,2012-06-28,12988,12113,1,1,49.99,19.49
395,2012-06-28,13016,12139,1,1,49.99,19.49
396,2012-06-28,13046,12165,1,1,49.99,19.49
397,2012-06-28,13073,12188,1,1,49.99,19.49
398,2012-06-28,13081,10278,1,1,49.99,19.49
399,2012-06-28,13083,12197,1,1,49.99,19.49
400,2012-06-28,13089,12203,1,1,49.99,19.49
401,2012-06-28,13093,12207,1,1,49.99,19.49
402,2012-06-28,13094,3293,1,1,49.99,19.49
403,2012-06-29,13194,12293,1,1,49.99,19.49
404,2012-06-29,13221,12320,1,1,49.99,19.49
405,2012-06-30,13285,12374,1,1,49.99,19.49
406,2012-06-30,13287,12376,1,1,49.99,19.49
407,2012-06-30,13297,6095,1,1,49.99,19.49
408,2012-07-01,13319,12406,1,1,49.99,19.49
409,2012-07-02,13460,12530,1,1,49.99,19.49
410,2012-07-02,13494,12562,1,1,49.99,19.49
411,2012-07-02,13510,12576,1,1,49.99,19.49
412,2012-07-03,13571,12632,1,1,49.99,19.49
413,2012-07-03,13591,12651,1,1,49.99,19.49
414,2012-07-03,13663,12716,1,1,49.99,19.49
415,2012-07-03,13694,7434,1,1,49.99,19.49
416,2012-07-04,13726,12768,1,1,49.99,19.49
417,2012-07-04,13745,12787,1,1,49.99,19.49
418,2012-07-04,13752,12793,1,1,49.99,19.49
419,2012-07-04,13754,6033,1,1,49.99,19.49
420,2012-07-04,13782,12818,1,1,49.99,19.49
421,2012-07-04,13812,12847,1,1,49.99,19.49
422,2012-07-05,13843,12875,1,1,49.99,19.49
423,2012-07-05,13857,12888,1,1,49.99,19.49
424,2012-07-05,13880,12909,1,1,49.99,19.49
425,2012-07-05,13891,12920,1,1,49.99,19.49
426,2012-07-05,13949,12977,1,1,49.99,19.49
427,2012-07-05,13975,13001,1,1,49.99,19.49
428,2012-07-05,13981,13006,1,1,49.99,19.49
429,2012-07-06,14062,13081,1,1,49.99,19.49
430,2012-07-06,14098,11375,1,1,49.99,19.49
431,2012-07-06,14124,13138,1,1,49.99,19.49
432,2012-07-06,14129,13142,1,1,49.99,19.49
433,2012-07-06,14147,13159,1,1,49.99,19.49
434,2012-07-07,14157,13168,1,1,49.99,19.49
435,2012-07-07,14170,13179,1,1,49.99,19.49
436,2012-07-07,14186,13194,1,1,49.99,19.49
437,2012-07-07,14195,13203,1,1,49.99,19.49
438,2012-07-08,14205,13212,1,1,49.99,19.49
439,2012-07-08,14219,13225,1,1,49.99,19.49
440,2012-07-09,14289,13288,1,1,49.99,19.49
441,2012-07-09,14307,13304,1,1,49.99,19.49
442,2012-07-09,14346,13339,1,1,49.99,19.49
443,2012-07-09,14357,13349,1,1,49.99,19.49
444,2012-07-09,14354,13346,1,1,49.99,19.49
445,2012-07-09,14377,13369,1,1,49.99,19.49
446,2012-07-09,14383,13374,1,1,49.99,19.49
447,2012-07-10,14460,13445,1,1,49.99,19.49
448,2012-07-10,14462,13447,1,1,49.99,19.49
449,2012-07-10,14476,13459,1,1,49.99,19.49
450,2012-07-10,14550,13530,1,1,49.99,19.49
451,2012-07-10,14564,13544,1,1,49.99,19.49
452,2012-07-10,14567,7578,1,1,49.99,19.49
453,2012-07-11,14604,10468,1,1,49.99,19.49
454,2012-07-11,14623,13595,1,1,49.99,19.49
455,2012-07-11,14657,13624,1,1,49.99,19.49
456,2012-07-11,14663,13629,1,1,49.99,19.49
457,2012-07-11,14671,13637,1,1,49.99,19.49
458,2012-07-11,14678,13644,1,1,49.99,19.49
459,2012-07-11,14679,13645,1,1,49.99,19.49
460,2012-07-11,14688,13652,1,1,49.99,19.49
461,2012-07-11,14698,13660,1,1,49.99,19.49
462,2012-07-12,14865,13812,1,1,49.99,19.49
463,2012-07-12,14889,13833,1,1,49.99,19.49
464,2012-07-12,14895,13839,1,1,49.99,19.49
465,2012-07-12,14918,13859,1,1,49.99,19.49
466,2012-07-13,14943,13881,1,1,49.99,19.49
467,2012-07-13,14960,13898,1,1,49.99,19.49
468,2012-07-13,14979,13913,1,1,49.99,19.49
469,2012-07-13,15051,9892,1,1,49.99,19.49
470,2012-07-14,15056,7204,1,1,49.99,19.49
471,2012-07-14,15094,7753,1,1,49.99,19.49
472,2012-07-14,15102,14021,1,1,49.99,19.49
473,2012-07-14,15103,14022,1,1,49.99,19.49
474,2012-07-15,15134,14049,1,1,49.99,19.49
475,2012-07-15,15153,14068,1,1,49.99,19.49
476,2012-07-15,15156,14071,1,1,49.99,19.49
477,2012-07-15,15173,14085,1,1,49.99,19.49
478,2012-07-15,15188,14098,1,1,49.99,19.49
479,2012-07-15,15194,14102,1,1,49.99,19.49
480,2012-07-16,15263,14165,1,1,49.99,19.49
481,2012-07-16,15269,6960,1,1,49.99,19.49
482,2012-07-16,15292,14190,1,1,49.99,19.49
483,2012-07-16,15313,9740,1,1,49.99,19.49
484,2012-07-16,15339,14235,1,1,49.99,19.49
485,2012-07-16,15343,14239,1,1,49.99,19.49
486,2012-07-17,15366,14260,1,1,49.99,19.49
487,2012-07-17,15375,14268,1,1,49.99,19.49
488,2012-07-17,15440,14325,1,1,49.99,19.49
489,2012-07-17,15444,14329,1,1,49.99,19.49
490,2012-07-17,15490,14370,1,1,49.99,19.49
491,2012-07-17,15503,14382,1,1,49.99,19.49
492,2012-07-17,15527,14405,1,1,49.99,19.49
493,2012-07-17,15534,13547,1,1,49.99,19.49
494,2012-07-18,15570,14442,1,1,49.99,19.49
495,2012-07-18,15584,14453,1,1,49.99,19.49
496,2012-07-18,15711,14570,1,1,49.99,19.49
497,2012-07-18,15716,8415,1,1,49.99,19.49
498,2012-07-19,15776,14626,1,1,49.99,19.49
499,2012-07-19,15819,14663,1,1,49.99,19.49
500,2012-07-19,15845,11071,1,1,49.99,19.49
501,2012-07-19,15872,14711,1,1,49.99,19.49
502,2012-07-19,15883,14722,1,1,49.99,19.49
503,2012-07-20,15891,14730,1,1,49.99,19.49
504,2012-07-20,15903,14742,1,1,49.99,19.49
505,2012-07-20,15907,14746,1,1,49.99,19.49
506,2012-07-20,15918,14756,1,1,49.99,19.49
507,2012-07-20,15984,14814,1,1,49.99,19.49
508,2012-07-20,16003,14832,1,1,49.99,19.49
509,2012-07-20,16002,14831,1,1,49.99,19.49
510,2012-07-20,16005,14834,1,1,49.99,19.49
511,2012-07-20,16004,14833,1,1,49.99,19.49
512,2012-07-20,16007,14836,1,1,49.99,19.49
513,2012-07-20,16025,14852,1,1,49.99,19.49
514,2012-07-20,16037,7607,1,1,49.99,19.49
515,2012-07-20,16038,14861,1,1,49.99,19.49
516,2012-07-21,16061,4636,1,1,49.99,19.49
517,2012-07-21,16069,14887,1,1,49.99,19.49
